Interval in ms:
300
QuoteAddress|Type|param name|min|max|param name|min|max|param name|min|max|param name|min|max|param name|min|max|param name|min|max|param name|min|max
FX.USD.MXN.1W|Price|BID|0.002300|0.002800|ASK|0.003200|0.003300|OPEN|0.003900|0.003900|CLOSE|0.001900|0.001900|LAST|0.002000|0.002000|HIGH|0.001900|0.001900|LOW|0.001900|0.001900
FX.USD.MXN.3M|Price|BID|0.101000|0.101500|ASK|0.106500|0.107500|OPEN|0.100000|0.100000|CLOSE|0.104000|0.104000|LAST|0.093500|0.093500|HIGH|0.104000|0.104000|LOW|0.104000|0.104000
FX.USD.MXN.2M|Price|BID|0.070300|0.071000|ASK|0.071300|0.072500|OPEN|0.067500|0.067500|CLOSE|0.071100|0.071100|LAST|0.065500|0.065500|HIGH|0.071100|0.071100|LOW|0.071100|0.071100
FX.USD.MXN.TN|Price|BID|0.001200|0.001800|ASK|0.001650|0.001750|OPEN|0.001130|0.001130|CLOSE|0.001400|0.001400|LAST|0.001130|0.001130|HIGH|0.001400|0.001400|LOW|0.001400|0.001400
FX.USD.MXN.ON|Price|BID|0.001200|0.001800|ASK|0.001650|0.001730|OPEN|0.000830|0.000830|CLOSE|0.00137|0.00137|LAST|-0.00010|-0.00010|HIGH|0.00137|0.00137|LOW|0.00137|0.00137
FX.USD.PEN|Price|BID|2.7900|2.7930|ASK|2.7924|2.7956|OPEN|1.2781|1.2781|CLOSE|2.7920|2.7920|LAST|1.2781|1.2781|HIGH|2.7920|2.7920|LOW|2.7920|2.7920
FX.XAU.USD|Price|BID|1213.99|1215.19|ASK|1214.58|1215.99|OPEN|1248.70|1248.70|CLOSE|1250.35|1250.35|LAST|1208.25|1208.25|HIGH|1250.35|1250.35|LOW|1250.35|1250.35
Equity.IBM|Price|BID|18|19|ASK|19|20|OPEN|20|21|CLOSE|21|22|HIGH|21|22|LOW|21|22|LAST|21|22
MM.USD.LIBOR.ON.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.TON.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.1W.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.2W.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.3W.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.1M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.2M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.3M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.4M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.5M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.6M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.7M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.8M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.9M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.10M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.11M.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.1Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.2Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.3Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.4Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.5Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.6Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.7Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.8Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.9Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.10Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.12Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.15Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.20Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.25Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.30Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.40Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.50Y.USD.LIBOR.3M/1Y.T3750|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.ON.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.TON.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.1W.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.2W.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.3W.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.1M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.2M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.3M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.4M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.5M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.7M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.8M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.9M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.10M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.11M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
MM.USD.LIBOR.1Y.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.1Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.2Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.3Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.4Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.5Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.6Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.7Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.8Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.9Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.10Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.12Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.15Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.20Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.25Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.30Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.40Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Swap.50Y.USD.LIBOR.3M/6M.LIBOR01|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
SWAPTION.USD.Rec.1M/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1M/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1M/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1M/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1M/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1M/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1M/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3M/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3M/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3M/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3M/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3M/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3M/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3M/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.6M/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.6M/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.6M/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.6M/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.6M/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.6M/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.6M/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.1Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.2Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.2Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.2Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.2Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.2Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.2Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.2Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.3Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.4Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.4Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.4Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.4Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.4Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.4Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.4Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.5Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.5Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.5Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
