Interval in ms:
5000
QuoteAddress|Type|param name|min|max|param name|min|max|param name|min|max|param name|min|max
SWAPTION.USD.Rec.3Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.3Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.3Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.4Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.4Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.4Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.4Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.4Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.4Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.4Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.5Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.5Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.5Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.5Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.5Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.5Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.5Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.7Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.7Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.7Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.7Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.7Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.7Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.7Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.10Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.10Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.10Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.10Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.10Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.10Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.10Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
SWAPTION.USD.Rec.10Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16
Future.USD.CME.EUROLIBOR.DEC.06|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1
Future.USD.CME.EUROLIBOR.DEC.07|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1
Future.USD.CME.EUROLIBOR.JUN.07|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1
Future.USD.CME.EUROLIBOR.MAR.06|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1
Future.USD.CME.EUROLIBOR.MAR.07|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1
Future.USD.CME.EUROLIBOR.SEP.06|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1
Future.USD.CME.EUROLIBOR.SEP.07|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/1Y|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/27M|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/2Y|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/3Y|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/4Y|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/5Y|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1
FRA.USD.LIBOR.1Mx7M|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06
FRA.USD.LIBOR.2Mx8M|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06
FRA.USD.LIBOR.3Mx9M|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06
FRA.USD.LIBOR.4Mx10M|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06
FRA.USD.LIBOR.5Mx11M|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06
FRA.USD.LIBOR.6Mx1Y|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06
Spread.2Y/12-02-2004|Price|BID|0.003|0.004|ASK|0.003|0.004|OPEN|0.00304|0.00409|CLOSE|0.00301|0.0041
Spread.3Y/12-02-2004/12-04-2007|Price|BID|0.003|0.004|ASK|0.003|0.004|OPEN|0.00304|0.00409|CLOSE|0.00301|0.0041
Spread.4Y/12-02-2004/12-04-2007|Price|BID|0.003|0.004|ASK|0.003|0.004|OPEN|0.00304|0.00409|CLOSE|0.00301|0.0041
Spread.5Y/12-04-2007|Price|BID|0.004|0.005|ASK|0.004|0.005|OPEN|0.00404|0.00509|CLOSE|0.00401|0.0051
Spread.10Y/11-15-2008|Price|BID|0.005|0.006|ASK|0.005|0.006|OPEN|0.0054|0.00609|CLOSE|0.00501|0.00601
Bond.UST/1Y.12-02-2003.4.75000|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225
Bond.UST/2Y.12-02-2004.4.75000|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225
Bond.UST/2Y.12-02-2004.4.75000.ISINUS91282274V18|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225
Bond.UST/5Y.12-04-2007.4.75000|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225
Bond.UST/5Y.12-04-2007.4.75000.ISINUS91282274V18|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225
Bond.UST.11-15-2008.4.75000.ISINUS91282274V18|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225
Bond.UST.11-15-2028.5.25000.ISINUS91282274V18|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225
#Equity.GM.NYSE|Price|BID|20|21|ASK|22|23|OPEN|20|21|CLOSE|21|22
Equity.GM.AMEX|Price|BID|18|19|ASK|19|20|OPEN|20|21|CLOSE|21|22
#Equity.GM.NASD|Price|BID|15|16|ASK|17|18|OPEN|20|21|CLOSE|21|22
